favorite_count,retweet_count,tweet_id
525,208,668171859951755264
592,306,668142349051129856
1356,866,667937095915278337
222,59,667915453470232577
905,396,667902449697558528
868,530,667885044254572545
667,440,667873844930215936
253,86,667861340749471744
1111,535,667806454573760512
736,358,667793409583771648
243,61,667773195014021121
398,162,667728196545200128
0,37,667550904950915073
6138,2454,667549055577362432
917,568,667544320556335104
866,576,667534815156183040
1798,1198,667524857454854144
7148,2272,667509364010450944
565,294,667495797102141441
273,102,667470559035432960
327,96,667453023279554560
483,257,667437278097252352
489,234,667405339315146752
385,173,667369227918143488
658,282,667200525029539841
784,449,667188689915760640
200,58,667177989038297088
262,88,667174963120574464
2819,1241,667165590075940865
49720,18285,667152164079423490
346,135,667119796878725120
425,134,667073648344346624
175,51,667065535570550784
198,54,667044094246576128
258,102,666996132027977728
857,584,666837028449972224
266,105,666826780179869698
250,95,666804364988780544
404,211,666781792255496192
244,71,666739327293083650
196,51,666691418707132416
238,88,666644823164719104
107,23,666447344410484738
170,54,666435652385423360
171,90,666428276349472768
129,48,666418789513326592
113,44,666407126856765440
194,100,666373753744588802
229,77,666353288456101888
204,96,666337882303524864
152,71,666287406224695296
108,37,666268910803644416
81,16,666102155909144576
169,79,666094000022159362
335,174,666073100786774016
496,232,666063827256086533
304,146,666057090499244032
1253,879,666051853826850816
111,41,666049248165822465
128,47,666033412701032449
2535,532,666020888022790149
